reporting-org;result;indicator
XM-DAC-41140;Total Outputs;Number of latrines rehabilitated or constructed
XM-DAC-41140;Total Outputs;Number of male government/national partner staff receiving technical assistance and training
XM-DAC-41140;Total Outputs;Number of targeted caregivers (male and female) receiving 3 key messages delivered through WFP supported messaging and counseling
XM-DAC-41140;Total Outputs;Kilometres (km) of feeder roads rehabilitated (FFA) and maintained (self-help)
XM-DAC-41140;Total Outputs;SO5 GFD: Number of government/national partner staff receiving technical assistance and training
XM-DAC-41140;Total Outputs;SO5 National Food Security Programmes: Number of government/national partner staff receiving technical assistance and training
XM-DAC-41140;Total Outputs;VAM: Number of female government/national partner staff receiving technical assistance and training
XM-DAC-41140;Total Outputs;VAM: Number of government/national partner staff receiving technical assistance and training
XM-DAC-41140;Total Outputs;VAM: Number of male government/national partner staff receiving technical assistance and training
XM-DAC-41140;Total Outputs;C&V: Number of beneficiaries receiving a combination of vouchers and food
XM-DAC-41140;Total Outputs;Number of national assessments/data collection exercises in which food security was integrated with WFP support
XM-DAC-41140;Total Outputs;Number of boarding school children assisted by WFP
XM-DAC-41140;Total Outputs;Number of boarding school boys assisted by WFP
XM-DAC-41140;Total Outputs;Number of members of food management committees (female) trained on modalities of food,cash or voucher distribution
XM-DAC-41140;Total Outputs;Number of members of food management committees (male) trained on modalities of food,cash or voucher distribution
XM-DAC-41140;Total Outputs;Number of refugee boys assisted by WFP
XM-DAC-41140;Total Outputs;School Infrastructures: Number of kitchens or food storage rooms rehabilitated or constructed
XM-DAC-41140;Total Outputs;Number of children in WFP-assisted schools who received deworming treatment at least once during the year
XM-DAC-41140;Total Outputs;Number of WFP-assisted schools with adequate safe water for drinking
XM-DAC-41140;Total Outputs;Number of secondary school girls assisted by WFP
XM-DAC-41140;Total Outputs;Number of livelihood support training sessions carried out
XM-DAC-41140;Total Outputs;Protein content of food distributed (protein/person/day)
XM-DAC-41140;Total Outputs;Percentage of tree seedlings produced provided to individual households
XM-DAC-41140;Total Outputs;Number of secondary school children  assisted by WFP
XM-DAC-41140;Total Outputs;Number of households who received fuel efficient stoves
XM-DAC-41140;Total Outputs;Environmental Protection and Management: Number of fuel or energy-efficient stoves distributed in WFP-assisted schools
XM-DAC-41140;Total Outputs;Number of bi-weekly or monthly distributions of individual food rations
XM-DAC-41140;Total Outputs;SO5 GFD: Number of female government/national partner staff receiving technical assistance and training
XM-DAC-41140;Total Outputs;SO5 GFD: Number of male government/national staff assisted or trained to develop policies/strategies or legislation
XM-DAC-41140;Total Outputs;Technical Assistance: WFP expenditures for technical assistance to strengthen national capacity
XM-DAC-41140;Total Outputs;Number of settlement/resettlement packages distributed
XM-DAC-41140;Total Outputs;Number of children under-2 who received micronutrient powders
XM-DAC-41140;Total Outputs;Proportion of women exposed to nutrition messaging supported by WFP against proportion planned
XM-DAC-41140;Total Outputs;Number of secondary school boys assisted by WFP
XM-DAC-41140;Total Outputs;Number of secondary school children assisted by WFP
XM-DAC-41140;Total Outputs;Number of secondary schools assisted by WFP
XM-DAC-41140;Total Outputs;Number of government staff members trained in food security monitoring systems
XM-DAC-41140;Total Outputs;Number of technical assistance activities provided
XM-DAC-41140;Total Outputs;Number of government staff trained by WFP in nutrition programme design,implementation and other nutrition related areas (technical/strategic/managerial)
XM-DAC-41140;Total Outputs;Number of pre-school boys assisted by WFP
XM-DAC-41140;Total Outputs;Number of pre-school girls assisted by WFP
XM-DAC-41140;Total Outputs;Number of pregnant/lactating women assisted
XM-DAC-41140;Total Outputs;Number of PTA members trained in school feeding management or implementation
XM-DAC-41140;Total Outputs;Number of technical support activities  provided on food security monitoring and food assistance
XM-DAC-41140;Total Outputs;C&V: Total quantity of food redeemed through commodity vouchers
XM-DAC-41140;Total Outputs;Number of literacy sessions carried out
XM-DAC-41140;Total Outputs;Number of government/national partner staff receiving technical assistance and training
XM-DAC-41140;Total Outputs;Number of contingency plans created
XM-DAC-41140;Total Outputs;Number of counterparts staff members trained in food security monitoring systems
XM-DAC-41140;Total Outputs;Number of female government counterparts trained in data collection and analysis on  food and nutrition security
XM-DAC-41140;Total Outputs;Number of food security and nutrition monitoring/surveillance reports produced with WFP support
XM-DAC-41140;Total Outputs;Number of male government counterparts trained in data collection and analysis on  food and nutrition security
XM-DAC-41140;Total Outputs;Number of women exposed to nutrition messaging supported by WFP
XM-DAC-41140;Total Outputs;Number of agencies and organizations using transport services
XM-DAC-41140;Total Outputs;Number of boats made available
XM-DAC-41140;Total Outputs;Number of Inter-Agency Logistics Capacity Assessment developed or updated
XM-DAC-41140;Total Outputs;Number of government staff members trained in emergency preparedness and reponse
XM-DAC-41140;Total Outputs;Quantity of food purchased locally through local and regional purchases
XM-DAC-41140;Total Outputs;Monetary value of food commodities purchased locally by WFP (US$)
XM-DAC-41140;Total Outputs;Deworming: Number of children that received deworming treatment in government deworming campaign with the assistance of WFP
XM-DAC-41140;Total Outputs;Hectares (ha) of cultivated land treated with biological stabilization or agro forestry techniques only (including multi-storey gardening,green fences,and various tree belts)
XM-DAC-41140;Total Outputs;Number of cereal banks established and functioning
XM-DAC-41140;Total Outputs;Monetary value of food transferred
XM-DAC-41140;Total Outputs;Number of participants attending in nutrition and health thematic training activities
XM-DAC-41140;Total Outputs;Number of counterparts trained in capacity development on MCHN and nutrition activities
XM-DAC-41140;Total Outputs;Number of farmer individuals supported through local purchase
XM-DAC-41140;Total Outputs;Number of teachers or cooks assisted by WFP
XM-DAC-41140;Total Outputs;Number of WFP-assisted schools with improved fuel or energy-efficient stoves
XM-DAC-41140;Total Outputs;Deworming: Number of children in WFP-assisted schools who received deworming treatment at least once during the year
XM-DAC-41140;Total Outputs;Number of ART clients who received both individual supplements and household food assistance
XM-DAC-41140;Total Outputs;Number of fuel or energy-efficient stoves distributed in WFP-assisted schools
XM-DAC-41140;Total Outputs;Trainings: Number of counterpart (government) staff members trained in programme design and planning
XM-DAC-41140;Total Outputs;Food purchased from local farmer groups or cooperatives,as percentage of total food purchased locally
XM-DAC-41140;Total Outputs;Mt of iodized salt produced at WFP supported factories
XM-DAC-41140;Total Outputs;Number of beneficiaries of ART individual nutritional food supplement and household food assistance
XM-DAC-41140;Total Outputs;Number of beneficiaries of PMTCT supplementation and household food assistance
XM-DAC-41140;Total Outputs;Number of participants in WFP supported HIV and AIDS awareness campaigns
XM-DAC-41140;Total Outputs;Number of PLHIV who participated in food assisted business,educational or agricultural training activities
